content_index,score,preferred_name,cui
289,3.55,days/week,C0677547
289,3.55,Body Fluids,C0005889
289,3.55,Late,C0205087
289,3.55,Separate,C0443299
289,3.55,saliva,C0036087
289,3.54,chain of objects,C1524075
289,3.54,pathologic fistula,C0016169
289,3.54,Assault by stabbing,C0418391
289,3.53,3 Days,C1442459
289,3.48,Approximate,C0332232
289,3.48,Large,C0549177
289,3.48,Rib Cage,C0222762
289,3.47,Sharp pain,C0455270
289,3.47,Base of neck,C3686666
289,3.46,Mining,C0026175
289,3.46,Day 3,C3842675
289,3.46,Left,C0205091
289,3.46,Lower - spatial qualifier,C0441994
289,3.46,Today (temporal qualifier),C0750526
289,3.45,Inferior,C0542339
289,3.44,Blood pressure finding,C1271104
289,3.44,Left home,C0579191
289,3.43,Back,C0004600
289,3.43,Disease Outbreaks,C0012652
289,3.43,Maxillary right lateral incisor mesial prosthesis,C1553557
289,3.43,Near,C1706276
289,3.43,Acute onset cough,C0742857
289,3.43,Barking cough,C0234866
289,3.43,Dry cough,C0850149
289,3.42,Couples (persons),C0010222
289,3.42,Human respiratory syncytial virus,C0206545
289,3.42,Pulsatile,C0439606
289,3.42,Tightness sensation quality,C0439816
289,3.42,Barking (observable entity),C0234875
289,3.42,Dryness (characteristic),C1512080
289,3.42,Egyptian language,C0013717
289,3.42,Sudden (qualifier value),C5201090
289,3.42,From,C1517320
289,3.42,Protein Turn,C1709743
289,3.41,contagion,C0598197
290,10.42,Tryptophanase,C0041260
290,7.49,Cleveland,C0454845
290,7.26,Problem,C0033213
290,7.13,Blood group antibody I,C0221138
290,7.03,Registered nurse,C0687673
290,5.18,Chance,C0237506
290,5.18,Maybe,C3844350
290,5.18,More,C0205172
290,5.18,Take,C1515187
290,5.18,Tests (qualifier value),C0392366
290,5.18,"Thinking, function",C0039869
290,5.18,husband,C0242664
290,3.98,Concern,C2699424
290,3.59,Worried,C0233481
290,3.59,travel,C0040802
290,3.57,A Lot of the Time,C3900172
290,3.57,Ambulatory Care Facilities,C0002424
290,3.55,/hour,C0564385
290,3.5,Cardiac complication,C0161816
290,3.5,Heart,C0018787
290,3.5,Hotel,C0442514
290,3.46,Nurse Administrator,C0028652
290,3.43,Cities,C0008848
290,3.43,DIAPH3 wt Allele,C4321249
290,3.43,Extrinsic,C0205101
290,3.42,Case (situation),C0868928
291,18.86,Registered nurse,C0687673
291,15.79,Tryptophanase,C0041260
291,11.28,Negation,C1518422
291,10.88,Policy,C0242456
291,7.4,Study Site,C2825164
291,7.25,Science,C0036397
291,7.23,member,C0680022
291,7.1,Professional Organization or Group,C1522486
291,7.01,Medical service,C0199168
291,6.97,Coronavirus Infections,C0206750
291,6.97,Genus: Coronavirus,C0206419
291,6.97,Internet,C0282111
291,5.18,Approximate,C0332232
291,5.18,Bibliographic Reference,C1514811
291,5.18,Feelings,C1527305
291,5.18,Free (available (qualifier)),C1996904
291,5.18,Happiness,C0018592
291,5.18,Help document,C1552861
291,5.18,Message,C0470166
291,5.18,Providing (action),C1999230
291,5.18,Send (transmission),C1519246
291,5.18,Show,C1547282
291,5.18,Sound - physical agent,C0037709
291,5.18,Vision,C0042789
291,5.18,World,C2700280
291,5.18,allowing,C0683607
291,5.18,care activity,C1947933
291,3.98,Question (inquiry),C1522634
291,3.68,Discussion (procedure),C0557061
291,3.68,Effectiveness,C1280519
291,3.68,Foundation for the Accreditation of Cellular Therapy,C4522252
291,3.68,Source,C0449416
291,3.68,Stat (do immediately),C0205548
291,3.63,Politics,C0032382
291,3.61,Supportive assistance,C1521721
291,3.59,Awareness,C0004448
291,3.57,Hyperlink,C1704666
291,3.57,One,C0205447
291,3.56,Advice,C0150600
291,3.54,Statement,C1710187
291,3.53,United States,C0041703
291,3.5,Information,C1533716
291,3.47,Base - General Qualifier,C1705938
291,3.47,Evidence,C3887511
291,3.45,New,C0205314
291,3.45,credibility,C0870373
291,3.44,Any,C1552551
291,3.43,Post Device,C1704687
291,3.42,Reader of medical images,C1514743
292,7.02,Registered nurse,C0687673
292,5.18,Blood group antibody I,C0221138
292,5.18,Sneezing,C0037383
292,5.18,Very Much,C2984081
292,3.78,Surgical face mask,C0181758
292,3.68,CD44 wt Allele,C1707101
292,3.68,"Cough, CTCAE",C1961131
292,3.68,Line Specimen,C1550648
292,3.64,Right,C0205090
292,3.59,Closed,C0587267
292,3.56,Guyana,C0018408
292,3.56,Local,C0205276
292,3.56,Storage,C1698986
292,3.56,Wiskott-Aldrich Syndrome,C0043194
292,3.55,Enteral Route of Drug Administration,C1522196
292,3.5,East,C1707877
292,3.48,Grade,C0441800
292,3.46,Green color,C0332583
292,3.46,Phase,C0205390
292,3.43,Cities,C0008848
292,3.43,Masks,C0024861
292,3.43,Some (qualifier value),C0205392
292,3.41,Concern,C2699424
293,51.24,Iodides,C0021966
293,47.87,Symptoms,C1457887
293,40.34,Partner in relationship,C0682323
293,33.27,Feelings,C1527305
293,22.85,Registered nurse,C0687673
293,21.36,"Nausea, CTCAE 3.0",C1963179
293,19.63,Chills,C0085593
293,19.02,Time,C0040223
293,18.45,Same,C0445247
293,15.33,BODY ACHE,C0741585
293,15.17,1 Day,C1442449
293,14.55,Nearly,C3828842
293,14.44,Back,C0004600
293,14.33,Full,C0443225
293,12.12,Show,C1547282
293,11.8,wake ups,C1170730
293,11.03,To,C1883351
293,11.02,Last,C1517741
293,10.96,day,C0439228
293,10.93,week,C0439230
293,10.92,Hour,C0439227
293,10.73,Respiration,C0035203
293,10.42,During,C0347984
293,10.42,RESF1 gene,C1824356
293,7.84,Immune system,C0020962
293,7.7,Day 2,C3842676
293,7.62,Started,C1272689
293,7.61,Better,C0332272
293,7.49,Fine - adjective,C0205232
293,7.36,Before,C0332152
293,7.33,Flare-up,C3830105
293,7.28,Per Minute,C0702093
293,7.27,Feeling Sick,C0857027
293,7.23,Problem,C0033213
293,7.14,Three weeks,C4082109
293,6.98,Practice Experience,C0237607
293,6.92,Removed,C0849355
293,5.18,Ache,C0234238
293,5.18,Cleared by,C0521097
293,5.18,Dyspnea,C0013404
293,5.18,Else,C3842296
293,5.18,Etc.,C1548556
293,5.18,GORAB gene,C1822658
293,5.18,Home environment,C0442519
293,5.18,Immunoglobulin A deficiency (disorder),C0162538
293,5.18,Improving (qualifier value),C1272745
293,5.18,Including (qualifier),C0332257
293,5.18,Laboratory Procedures,C0022885
293,5.18,Mandibular right first molar mesial prosthesis,C1553624
293,5.18,Negation,C1518422
293,5.18,Since,C1711239
293,5.18,Slightly (qualifier value),C0750482
293,5.18,Somalia,C0037640
293,5.18,Symptom Flare Up,C4042866
293,5.18,Terrible,C3827840
293,5.18,Test Result,C0456984
293,3.98,Concern,C2699424
293,3.98,compromise,C2945640
293,3.75,False Negative,C0205558
293,3.74,back symptoms,C0741426
293,3.68,Ataxia Telangiectasia,C0004135
293,3.68,Case (situation),C0868928
293,3.68,Exercise,C0015259
293,3.68,Good,C0205170
293,3.68,Healthy,C3898900
293,3.68,Morning,C0332170
293,3.68,Negative,C0205160
293,3.68,Part,C0449719
293,3.68,Rapid,C0456962
293,3.68,Switch Device,C1707719
293,3.68,Twenties,C0724000
293,3.68,WHO Temperature/Humidity Storage Condition,C3272598
293,3.65,Day 3,C3842675
293,3.65,Symptom mild,C0436343
293,3.64,Chest tightness,C0232292
293,3.64,Live - Specimen Condition,C1548795
293,3.64,Malaise,C0231218
293,3.64,Normal,C0205307
293,3.63,Logical Condition,C1705253
293,3.6,Evening,C0587117
293,3.59,Tests (qualifier value),C0392366
293,3.57,Downward,C0205104
293,3.57,Estrogen Receptor Measurement,C3811131
293,3.57,Transition Mutation,C0599156
293,3.56,Male external urethral sphincter,C0815353
293,3.55,Abundance,C2346714
293,3.55,Timing,C0449243
293,3.54,Couples (persons),C0010222
293,3.54,Quarantine,C0034386
293,3.5,20%,C3842589
293,3.5,Consistent with,C0332290
293,3.5,Few,C0205388
293,3.5,Light (qualifier),C1881376
293,3.5,Middle,C0444598
293,3.5,One,C0205447
293,3.5,Underlying,C4722602
293,3.48,100%,C3817553
293,3.48,Exact (qualifier),C2828393
293,3.48,Hardness,C0018599
293,3.48,Similarity,C2348205
293,3.48,Very,C0442824
293,3.47,Approximate,C0332232
293,3.47,Maybe,C3844350
293,3.46,Mild (qualifier value),C2945599
293,3.46,Lighter device,C0336769
293,3.45,Calinaga buddha,C1214169
293,3.45,Justice,C0022437
293,3.43,Maxillary right first molar mesial prosthesis,C1552217
293,3.43,Six,C0205452
293,3.43,around,C0750503
293,3.42,Malaysia,C0024552
293,3.42,In the past,C1444637
294,39.17,Blood group antibody I,C0221138
294,11.42,Virus,C0042776
294,10.42,GORAB gene,C1822658
294,10.42,Negation,C1518422
294,8.0,Make - Instruction Imperative,C1881534
294,7.7,Place - dosing instruction imperative,C1704765
294,7.36,Tryptophanase,C0041260
294,7.27,Breast Feeding,C0006147
294,7.07,"Thinking, function",C0039869
294,7.02,Right,C0205090
294,6.99,Registered nurse,C0687673
294,5.18,Approximate,C0332232
294,5.18,Catching function,C2584298
294,5.18,Coronavirus Infections,C0206750
294,5.18,Genus: Coronavirus,C0206419
294,5.18,Infant,C0021270
294,5.18,Milk (body substance),C0026131
294,5.18,Nipples,C0028109
294,5.18,Nuts,C0028723
294,5.18,Psyche structure,C0229992
294,5.18,Worried,C0233481
294,3.98,Give - dosing instruction imperative,C1947971
294,3.68,Does talk,C0600118
294,3.68,Post,C0687676
294,3.68,Sound - physical agent,C0037709
294,3.63,No Information Available,C1546437
294,3.61,"Infant, Newborn",C0021289
294,3.61,"Milk, Human",C0026140
294,3.59,Removed,C0849355
294,3.57,Chance,C0237506
294,3.5,Question (inquiry),C1522634
294,3.5,Unit,C0439148
294,3.48,Precaution,C1882442
294,3.47,Crack,C1706353
294,3.47,Old,C0580836
294,3.47,week,C0439230
294,3.44,Hearing,C0018767
294,3.44,Abnormally high,C1299351
294,3.43,Offspring,C0680063
294,3.42,RESF1 gene,C1824356
295,47.88,Iodides,C0021966
295,17.55,RESF1 gene,C1824356
295,10.67,Registered nurse,C0687673
295,10.42,Symptoms aspect,C0683368
295,7.02,Malaysia,C0024552
295,5.18,Always (frequency),C2003902
295,5.18,Better than Others,C4522046
295,5.18,Deterioration of status,C1279889
295,5.18,Dry cough,C0850149
295,5.18,During,C0347984
295,5.18,Else,C3842296
295,5.18,Excessive tearing,C0152227
295,5.18,Intermediate,C0205103
295,5.18,Negation,C1518422
295,5.18,Never (frequency),C2003901
295,5.18,Pharyngitis,C0031350
295,5.18,Rhinorrhea,C1260880
295,5.18,Sore Throat,C0242429
295,5.18,Swallow - dosing instruction imperative,C1706486
295,5.18,Then,C1883708
295,5.18,Weekly,C0332174
295,3.98,Stick Dosage Form,C1706582
295,3.68,Removed,C0849355
295,3.68,Therapeutic tactile stimulation,C0152054
295,3.64,COVID-19,C5203670
295,3.64,Structure of wisdom tooth,C0026369
295,3.63,mouthwashes (treatment),C2825047
295,3.59,weird feeling,C0857105
295,3.57,Feelings,C1527305
295,3.57,Mass of body structure,C0577559
295,3.57,Neck,C0027530
295,3.57,Nothing,C0442735
295,3.57,Science of Etiology,C1524003
295,3.57,are unit of measure,C1551058
295,3.5,Same,C0445247
295,3.48,Back,C0004600
295,3.48,Hardness,C0018599
295,3.48,saliva,C0036087
295,3.46,Fever symptoms (finding),C0424755
295,3.44,"Pain NOS, CTCAE",C1962977
295,3.44,Some (qualifier value),C0205392
295,3.44,year,C0439234
295,3.43,Pharyngeal structure,C0031354
295,3.43,This (eukaryote),C1080058
296,18.73,Iodides,C0021966
296,10.86,SHE gene,C1822717
296,10.42,water,C0043047
296,7.61,Now (temporal qualifier),C1948052
296,7.49,Face,C0015450
296,7.24,Possibly Related to Intervention,C1705910
296,7.24,Soap Dosage Form,C1705308
296,7.17,Personal appearance,C0233426
296,7.07,Malaysia,C0024552
296,7.01,Registered nurse,C0687673
296,7.0,Right,C0205090
296,5.18,1+ Score,C2827734
296,5.18,Psyche structure,C0229992
296,5.18,"Thinking, function",C0039869
296,5.18,Virus,C0042776
296,5.18,Wash (cleansing action),C0441648
296,5.18,survive,C0310255
296,3.98,PLA2G2D gene,C1418619
296,3.68,Dietary Nickel,C2348274
296,3.68,Food,C0016452
296,3.63,One,C0205447
296,3.61,travel charge,C1555670
296,3.59,Pass (indicator),C2828386
296,3.57,Transient hypogammaglobulinemia of infancy,C0272238
296,3.57,Brought on by,C0332302
296,3.57,Herero language,C0574443
296,3.57,Out (direction),C0439787
296,3.57,Some (qualifier value),C0205392
296,3.57,control substance,C1550141
296,3.55,Fruit,C0016767
296,3.55,Piece Unit,C2982836
296,3.54,Spiral Shape,C0522554
296,3.52,Foam drug form,C0991510
296,3.5,Upon - dosing instruction fragment,C1720176
296,3.48,Arsenic measurement,C0373548
296,3.48,Disease classification level,C0456079
296,3.48,Finding,C0243095
296,3.48,Time,C0040223
296,3.48,Used by,C1273517
296,3.47,2+ Score,C2827735
296,3.47,True,C0205238
296,3.43,"Examiner, Medical",C0025082
296,3.43,wife,C0242665
296,3.43,Head,C0018670
297,23.3,Iodides,C0021966
297,10.94,oxygen,C0030054
297,6.96,Registered nurse,C0687673
297,5.18,Bar Dosing Unit,C1704759
297,5.18,Does suck,C0677049
297,5.18,Dorsal,C0205095
297,5.18,Fill,C1708059
297,5.18,Human respiratory syncytial virus,C0206545
297,5.18,LOXL1 gene,C1416898
297,5.18,Lung,C0024109
297,5.18,Send (transmission),C1519246
297,5.18,Time,C0040223
297,5.18,Ventilator - respiratory equipment,C0087153
297,5.18,bit - unit of measure,C1553019
297,3.98,Feelings,C1527305
297,3.68,Chamber (physical object),C0179874
297,3.6,Home oxygen supply,C0421203
297,3.59,85,C4517892
297,3.59,Catalogs,C0376658
297,3.59,How True Feel Desperate Right Now,C4086491
297,3.59,"SELL protein, human",C2742135
297,3.59,Wiskott-Aldrich Syndrome,C0043194
297,3.57,95,C4517906
297,3.57,Left,C0205091
297,3.56,Different,C1705242
297,3.55,Small,C0700321
297,3.54,Fantasizing,C0424009
297,3.52,"Canister, device",C0336640
297,3.5,Estrogen Receptor Measurement,C3811131
297,3.46,Entity,C1551338
297,3.46,Hospital admission,C0184666
297,3.46,Same,C0445247
297,3.43,Prescribed,C0278329
297,3.42,Dental,C0226984
297,3.42,Scientific Equipment,C2827396
297,3.42,Suction drainage,C0038638
297,3.4,Retained,C0333118
298,18.86,Registered nurse,C0687673
298,15.79,Tryptophanase,C0041260
298,11.28,Negation,C1518422
298,10.88,Policy,C0242456
298,7.4,Study Site,C2825164
298,7.25,Science,C0036397
298,7.23,member,C0680022
298,7.1,Professional Organization or Group,C1522486
298,7.01,Medical service,C0199168
298,6.97,Coronavirus Infections,C0206750
298,6.97,Genus: Coronavirus,C0206419
298,6.97,Internet,C0282111
298,5.18,Approximate,C0332232
298,5.18,Bibliographic Reference,C1514811
298,5.18,Feelings,C1527305
298,5.18,Free (available (qualifier)),C1996904
298,5.18,Happiness,C0018592
298,5.18,Help document,C1552861
298,5.18,Message,C0470166
298,5.18,Providing (action),C1999230
298,5.18,Send (transmission),C1519246
298,5.18,Show,C1547282
298,5.18,Sound - physical agent,C0037709
298,5.18,Vision,C0042789
298,5.18,World,C2700280
298,5.18,allowing,C0683607
298,5.18,care activity,C1947933
298,3.98,Question (inquiry),C1522634
298,3.68,Discussion (procedure),C0557061
298,3.68,Effectiveness,C1280519
298,3.68,Foundation for the Accreditation of Cellular Therapy,C4522252
298,3.68,Source,C0449416
298,3.68,Stat (do immediately),C0205548
298,3.63,Politics,C0032382
298,3.61,Supportive assistance,C1521721
298,3.59,Awareness,C0004448
298,3.57,Hyperlink,C1704666
298,3.57,One,C0205447
298,3.56,Advice,C0150600
298,3.54,Statement,C1710187
298,3.53,United States,C0041703
298,3.5,Information,C1533716
298,3.47,Base - General Qualifier,C1705938
298,3.47,Evidence,C3887511
298,3.45,New,C0205314
298,3.45,credibility,C0870373
298,3.44,Any,C1552551
298,3.43,Post Device,C1704687
298,3.42,Reader of medical images,C1514743
299,11.36,Iodides,C0021966
299,7.61,Back,C0004600
299,7.53,Taking of swab,C0563454
299,7.01,Registered nurse,C0687673
299,7.0,Tests (qualifier value),C0392366
299,6.96,Nose,C0028429
299,5.18,Affect (mental function),C0001721
299,5.18,Anterior nares,C0595944
299,5.18,Clinical act of insertion,C0441587
299,5.18,Deviated nasal septum,C0549397
299,5.18,Possible diagnosis,C2362652
299,5.18,RESF1 gene,C1824356
299,5.18,Tryptophanase,C0041260
299,5.18,put - instruction imperative,C1882509
299,3.98,Medical Device Break,C1881704
299,3.72,Dyspnea,C0013404
299,3.68,year,C0439234
299,3.51,Delta (difference),C1705241
299,3.48,Distal (qualifier value),C0205108
299,3.44,Specimen,C0370003
299,3.42,Malaysia,C0024552
299,3.42,Some (qualifier value),C0205392
299,3.42,Structure,C0678594
300,7.03,Registered nurse,C0687673
300,5.18,Changing,C0392747
300,5.18,Now (temporal qualifier),C1948052
300,5.18,Symptoms aspect,C0683368
300,3.61,day,C0439228
300,3.57,Automobiles,C0004381
300,3.57,Quarantine,C0034386
300,3.57,are unit of measure,C1551058
300,3.51,Institution,C2607850
300,3.47,Place - dosing instruction imperative,C1704765
300,3.46,Negative,C0205160
300,3.44,Belarus,C0006539
300,3.44,India - zebrafish,C2700456
300,3.43,Cities,C0008848
300,3.43,One,C0205447
301,32.43,Registered nurse,C0687673
301,15.25,Negation,C1518422
301,14.68,Viral,C0521026
301,14.62,Dietary Copper,C2348263
301,11.66,Bacteria,C0004611
301,11.19,Killing,C0162388
301,11.18,Hospitals,C0019994
301,11.09,Ions,C0022023
301,10.83,Light,C0023693
301,10.59,Distal (qualifier value),C0205108
301,10.42,Penetration,C0205321
301,7.02,Ultraviolet Rays,C0041625
301,6.96,New,C0205314
301,6.93,Homo sapiens,C0086418
301,5.18,Approximate,C0332232
301,5.18,Cell Respiration,C0282636
301,5.18,DNA,C0012854
301,5.18,Extrinsic,C0205101
301,5.18,Eye,C0015392
301,5.18,Identified,C0205396
301,5.18,Now (temporal qualifier),C1948052
301,5.18,PREVENT (product),C0309872
301,5.18,Sacrifice,C0681205
301,5.18,Scientific Equipment,C2827396
301,5.18,Sneezing,C0037383
301,5.18,Use of,C1524063
301,5.18,Used by,C1273517
301,5.18,Virus,C0042776
301,5.18,"Vomiting, CTCAE",C1963281
301,5.18,bony process,C1184743
301,5.18,disrupted,C0332454
301,5.18,utilization qualifier,C0042153
301,3.98,Microorganism,C0445623
301,3.68,Coating (film),C1522408
301,3.68,Coronavirus Infections,C0206750
301,3.68,Dimensions,C0439534
301,3.68,Genus: Coronavirus,C0206419
301,3.68,Household composition,C0595998
301,3.68,Spatial Frequency,C0871396
301,3.64,Layer of dermis,C1182806
301,3.63,Handle - program access,C1708320
301,3.63,Room number:Location:Point in time:^Patient:Nominal,C1716535
301,3.63,Skin,C1123023
301,3.61,{Setting},C1318139
301,3.6,Equipment used,C0220824
301,3.59,Micron,C0439201
301,3.59,More,C0205172
301,3.59,Tactile,C0439815
301,3.59,Transfer Technique,C1705822
301,3.59,are unit of measure,C1551058
301,3.56,GDC Tissue or Organ of Origin Terminology,C5206934
301,3.56,Landing,C0557668
301,3.56,Long,C0205166
301,3.56,RNA,C0035668
301,3.56,Release - action (qualifier value),C1283071
301,3.56,School,C0036375
301,3.56,survive,C0310255
301,3.55,Hole Finding,C0544726
301,3.54,Energy Absorption,C2825050
301,3.54,Formation,C1522492
301,3.52,Hazard,C0598697
301,3.5,Door (physical object),C0557698
301,3.5,Smaller,C0547044
301,3.48,Electricity,C0013790
301,3.48,Exposure to,C0332157
301,3.48,Mammals,C0024660
301,3.47,intensive care unit,C0021708
301,3.45,Per Minute,C0702093
301,3.44,Plasma membrane,C0007603
301,3.44,bacterial cell,C0563199
301,3.44,Due to,C0678226
301,3.43,Surface,C0205148
301,3.42,Toilet Facilities,C0040364
301,3.42,Bacterial,C0521009
301,3.42,Membrane,C0596901
301,3.42,Punch,C0182555
301,3.42,Materials,C0520510
301,3.42,Strong,C0442821
301,3.42,biology (field),C0005532
301,3.42,SAFE-Biopharma Standard,C4684764
301,3.42,This (eukaryote),C1080058
301,3.42,Etc.,C1548556
301,3.42,Frequencies (time pattern),C0439603
301,3.38,Certain (qualifier value),C0205423
302,7.08,Registered nurse,C0687673
302,7.03,Good,C0205170
302,5.18,Centers for Disease Control and Prevention (U.S.),C0007670
302,5.18,Coronavirus Infections,C0206750
302,5.18,Genus: Coronavirus,C0206419
302,5.18,Hearing,C0018767
302,5.18,Negation,C1518422
302,5.18,Now (temporal qualifier),C1948052
302,5.18,Transfer Technique,C1705822
302,5.18,Tryptophanase,C0041260
302,3.63,Time,C0040223
302,3.6,FICD gene,C2239453
302,3.54,Easy,C0332219
302,3.54,News [Publication Type],C0282425
302,3.51,Surface,C0205148
302,3.48,Long,C0205166
303,117.91,Masks,C0024861
303,21.15,Iodides,C0021966
303,19.58,Data Table,C1706074
303,18.36,Negation,C1518422
303,18.36,To,C1883351
303,16.78,Distance,C0012751
303,16.17,Registered nurse,C0687673
303,13.63,Then,C1883708
303,9.16,Pattern ERG N95,C0429406
303,9.02,Needs,C0027552
303,6.58,Drug Packaging,C0013194
303,6.46,Board Member,C1552083
303,6.37,"2+ Score, WHO",C2981700
303,6.37,Reading (activity),C0034754
303,6.16,Seasons,C0036497
303,6.16,1+ Score,C2827734
303,6.11,Nurse Administrator,C0028652
303,6.06,hand - unit of measure,C1552914
303,6.05,Influenza,C0021400
303,6.02,Two,C0205448
303,4.49,20%,C3842589
303,4.49,Age,C0001779
303,4.49,Comprehension,C0162340
303,4.49,Departure - action,C1706081
303,4.49,Health Personnel,C0018724
303,4.49,Hearing disability,C0848765
303,4.49,Imo (pharmacologic substance),C1517800
303,4.49,"Marriage, life event",C0024841
303,4.49,Multiple of the median,C1442163
303,4.49,Never (frequency),C2003901
303,4.49,Removed,C0849355
303,4.49,Repeat,C0205341
303,4.49,Sharing (Social Behavior),C0237876
303,4.49,face-to-face,C1553514
303,4.49,forgetting,C0598853
303,4.49,year,C0439234
303,3.44,Purchase,C0870238
303,3.44,Walking (activity),C0080331
303,3.44,wave - physical agent,C0678544
303,3.19,% proof,C0556981
303,3.19,63,C4319614
303,3.19,95,C4517906
303,3.19,Company (organization),C0683757
303,3.19,Entity,C1551338
303,3.19,Live - Specimen Condition,C1548795
303,3.19,Script,C0871893
303,3.15,Community,C0009462
303,3.15,Speaker Device,C1707716
303,3.14,"neolactotetraosylceramide alpha-2,3-sialyltransferase activity",C1152177
303,3.13,Night time,C0240526
303,3.13,Storage,C1698986
303,3.12,Contact with,C0332158
303,3.12,Person 2,C3841842
303,3.11,Beginning,C0439659
303,3.11,>5,C0439084
303,3.11,China,C0008115
303,3.11,Discussion (communication),C2584313
303,3.11,One,C0205447
303,3.11,"WAS protein, human",C1565156
303,3.1,Person 5,C3841839
303,3.09,Over (spatial),C0205136
303,3.09,Woman,C0043210
303,3.09,2.2,C4517629
303,3.08,Make - Instruction Imperative,C1881534
303,3.07,Standing position,C0231472
303,3.07,Same,C0445247
303,3.05,PRKG1 wt Allele,C4084713
303,3.03,Firstly,C1279901
303,3.03,K Prime,C1708601
303,3.03,Nitroglycerin/Sodium Citrate/Ethanol Solution,C4087029
303,3.03,Singular,C0205171
303,3.01,55,C0450382
303,3.01,Grade,C0441800
303,3.01,Medical service,C0199168
303,3.0,Farming environment,C0557759
303,3.0,Healthcare supplies,C1875802
303,3.0,Local,C0205276
303,3.0,Meetings,C0556656
303,3.0,Relationship by association,C0699792
303,3.0,Abnormally high,C1299351
303,3.0,Daily,C0332173
303,3.0,Volume (publication),C1705102
303,2.98,K 5,C0444989
303,2.97,<3 (qualifier value),C0439086
303,2.97,Herero language,C0574443
303,2.97,conformity,C0237531
303,2.97,Americas,C0002454
303,2.97,Anterior,C0205094
303,2.97,Physicians,C0031831
303,2.95,Physical object,C0347997
303,2.95,"SELL protein, human",C2742135
303,2.94,Generations,C0079411
304,7.11,Registered nurse,C0687673
304,5.18,Professor,C0599518
304,3.6,Group A (qualifier value),C0441835
304,3.56,Immunogenicity Specimen Assessments Domain,C3812801
304,3.56,Supportive assistance,C1521721
304,3.54,60%,C3842585
304,3.54,day,C0439228
305,18.86,Registered nurse,C0687673
305,15.79,Tryptophanase,C0041260
305,11.28,Negation,C1518422
305,10.88,Policy,C0242456
305,7.4,Study Site,C2825164
305,7.25,Science,C0036397
305,7.23,member,C0680022
305,7.1,Professional Organization or Group,C1522486
305,7.01,Medical service,C0199168
305,6.97,Coronavirus Infections,C0206750
305,6.97,Genus: Coronavirus,C0206419
305,6.97,Internet,C0282111
305,5.18,Approximate,C0332232
305,5.18,Bibliographic Reference,C1514811
305,5.18,Feelings,C1527305
305,5.18,Free (available (qualifier)),C1996904
305,5.18,Happiness,C0018592
305,5.18,Help document,C1552861
305,5.18,Message,C0470166
305,5.18,Providing (action),C1999230
305,5.18,Send (transmission),C1519246
305,5.18,Show,C1547282
305,5.18,Sound - physical agent,C0037709
305,5.18,Vision,C0042789
305,5.18,World,C2700280
305,5.18,allowing,C0683607
305,5.18,care activity,C1947933
305,3.98,Question (inquiry),C1522634
305,3.68,Discussion (procedure),C0557061
305,3.68,Effectiveness,C1280519
305,3.68,Foundation for the Accreditation of Cellular Therapy,C4522252
305,3.68,Source,C0449416
305,3.68,Stat (do immediately),C0205548
305,3.63,Politics,C0032382
305,3.61,Supportive assistance,C1521721
305,3.59,Awareness,C0004448
305,3.57,Hyperlink,C1704666
305,3.57,One,C0205447
305,3.56,Advice,C0150600
305,3.54,Statement,C1710187
305,3.53,United States,C0041703
305,3.5,Information,C1533716
305,3.47,Base - General Qualifier,C1705938
305,3.47,Evidence,C3887511
305,3.45,New,C0205314
305,3.45,credibility,C0870373
305,3.44,Any,C1552551
305,3.43,Post Device,C1704687
305,3.42,Reader of medical images,C1514743
306,23.05,Blood group antibody I,C0221138
306,10.57,Registered nurse,C0687673
306,7.3,Suspected qualifier,C0750491
306,5.18,Assisted (qualifier value),C1269765
306,5.18,Certain (qualifier value),C0205423
306,5.18,Checking (action),C1283174
306,5.18,GORAB gene,C1822658
306,5.18,Negation,C1518422
306,5.18,Tryptophanase,C0041260
306,5.18,Virus,C0042776
306,5.18,Walking (activity),C0080331
306,5.18,Washed,C1548982
306,5.18,home health encounter,C1553498
306,5.18,saw (device),C0183089
306,3.98,Anaplastic Sarcoma of the Kidney,C4722276
306,3.98,Medical Device Break,C1881704
306,3.61,Foot,C0016504
306,3.61,Masks,C0024861
306,3.57,Self,C0036588
306,3.56,Security guard,C0402598
306,3.56,Central,C0205099
306,3.56,Diagnostic,C0348026
306,3.55,Finding of blood glucose level,C0428554
306,3.5,Orthodontic Face Mask,C0180823
306,3.5,Therapeutic tactile stimulation,C0152054
306,3.47,10%,C3842590
306,3.47,Clothed,C2718306
306,3.47,Today,C0310367
306,3.47,White color,C0220938
306,3.46,Head - Component of Device,C1706305
306,3.46,Harlequin Fetus,C0239849
306,3.44,Malaysia,C0024552
306,3.43,COVID-19,C5203670
306,3.42,Air (substance),C0001861
306,3.42,Area,C0205146
306,3.42,Bathing,C0150141
306,3.42,Catching function,C2584298
306,3.42,Risk,C0035647
306,3.42,Testing,C0039593
307,21.11,Pharmaceutical Preparations,C0013227
307,15.79,Tryptophanase,C0041260
307,14.92,remdesivir,C4726677
307,14.61,Registered nurse,C0687673
307,11.28,Market,C1318228
307,11.18,RESF1 gene,C1824356
307,11.12,User Group,C1705429
307,11.12,Testing,C0039593
307,10.77,Placebo Control,C1706408
307,10.42,"Thinking, function",C0039869
307,8.28,Assisted (qualifier value),C1269765
307,7.7,One,C0205447
307,7.49,Comparison,C1707455
307,7.35,Delayed Release Dosage Form,C1707664
